geography_code,rate
E14000554,8.783783783783784
E14000569,11.957168352171326
E14000574,10.21751574127075
E14000575,12.021570432723925
E14000641,9.80421686746988
E14000658,10.181550539744848
E14000677,11.216216216216218
E14000709,10.95395726752934
E14000733,11.375937707720064
E14000746,8.578542326844726
E14000754,9.749362786745964
E14000765,9.055267484507398
E14000819,12.202949491862151
E14000820,10.406119923500956
E14000831,11.18431755327802
E14000832,11.682301438399
E14000833,10.389278876834716
E14000840,10.72503763171099
E14000853,10.37217170649186
E14000856,11.19583174482145
E14000891,10.90289608177172
E14000915,10.956893100226878
E14000944,10.543604959203137
E14000970,11.7004210948466
E14000971,10.764411027568922
E14000982,9.598477295386568
E14001006,9.447922595332956
E14001014,11.739469578783153
E14001020,10.568373663477772
E14000532,9.009740259740258
E14000537,11.62976489385985
E14000543,10.056127221702525
E14000559,12.765721877767936
E14000570,10.41724042963371
E14000571,10.89715259801755
E14000572,10.736317101981887
E14000573,11.09292811221508
E14000578,11.783945425661154
E14000579,10.503432494279176
E14000580,10.100862447010671
E14000581,12.85756705928932
E14000609,11.788035694612756
E14000611,10.47556142668428
E14000612,11.349065611785567
E14000620,9.43864878291108
E14000627,9.110933119743692
E14000637,10.62008733624454
E14000640,11.170688114387843
E14000646,8.204081632653061
E14000647,8.557332425995238
E14000653,11.007299270072991
E14000661,11.392791692119731
E14000686,10.185355111029546
E14000688,10.06434581752186
E14000706,7.7909647779479325
E14000708,9.200942587832047
E14000725,11.186484065019838
E14000738,9.620801733477789
E14000747,11.536303445180112
E14000758,11.40916012650814
E14000775,11.505083064716093
E14000776,10.956636875206884
E14000785,10.37037037037037
E14000793,9.057010275107723
E14000794,11.464206389885527
E14000795,9.934766335151322
E14000796,10.682209057901778
E14000802,7.873166522864539
E14000805,10.242587601078167
E14000807,12.34746639089969
E14000808,10.707044280201451
E14000809,11.118881118881118
E14000825,10.647078243644769
E14000870,12.289562289562287
E14000871,11.581549872517964
E14000875,9.62589323245061
E14000877,7.248263888888889
E14000885,11.677398232020082
E14000894,8.62872189588819
E14000897,10.02915899324739
E14000902,12.034029389017787
E14000911,10.860842604413644
E14000916,7.602339181286549
E14000943,9.060834405440175
E14000958,8.907000436617668
E14000962,10.50429932605159
E14000963,10.7008289374529
E14000967,11.848018521040448
E14000969,11.69987922705314
E14000979,9.304174950298211
E14000987,8.643061359137894
E14001010,10.83624630276956
E14001017,9.99385937979736
E14001018,9.712169668405991
E14001024,10.568538542029996
E14001033,10.330961954840705
E14001037,6.91358024691358
E14001039,10.38698955365622
E14001043,8.683473389355742
